model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
Salesforce/codegen-6B-nl,12.9,256,19.9,4792.32,NVIDIA A100-SXM4-80GB,chat,6.0,0.0052,float16,BetterTransformer,bnb-8bit,False
sarvamai/OpenHathi-7B-Hi-v0.1-Base,9.96,256,25.7,6073.343999999999,NVIDIA A100-SXM4-80GB,chat,7.0,0.0065899999999999995,float16,BetterTransformer,bnb-8bit,False
deepseek-ai/deepseek-llm-67b-base,3.4,256,75.4,20459.52,NVIDIA A100-SXM4-80GB,chat,67.0,0.0222,float16,BetterTransformer,bnb-8bit,False
cyberagent/open-calm-large,20.2,256,12.7,2958.3360000000002,NVIDIA A100-SXM4-80GB,chat,0.4,0.00321,float16,BetterTransformer,bnb-8bit,False
cyberagent/calm2-7b-chat,10.4,256,24.5,5898.24,NVIDIA A100-SXM4-80GB,chat,7.0,0.0063999999999999994,float16,BetterTransformer,bnb-8bit,False
Kunhao/pile-7b-250b-tokens,10.4,256,24.5,5852.160000000001,NVIDIA A100-SXM4-80GB,chat,7.0,0.006350000000000001,float16,BetterTransformer,bnb-8bit,False
itsliupeng/openllama-7b-base,10.5,256,24.4,5971.968,NVIDIA A100-SXM4-80GB,chat,7.0,0.00648,float16,BetterTransformer,bnb-8bit,False
itsliupeng/Mixtral-8x7B-v0.1-top3,4.6,256,55.7,14469.119999999999,NVIDIA A100-SXM4-80GB,chat,7.0,0.0157,float16,BetterTransformer,bnb-8bit,False
itsliupeng/openllama-7b-icl,10.3,256,24.8,5916.6720000000005,NVIDIA A100-SXM4-80GB,chat,7.0,0.00642,float16,BetterTransformer,bnb-8bit,False
ethzanalytics/pythia-31m,78.0,256,3.28,769.5360000000001,NVIDIA A100-SXM4-80GB,chat,0.031,0.000835,float16,BetterTransformer,bnb-8bit,False
chargoddard/Yi-34B-Llama,5.47,256,46.8,12533.76,NVIDIA A100-SXM4-80GB,chat,34.0,0.013600000000000001,float16,BetterTransformer,bnb-8bit,False
chargoddard/llama-2-26b-trenchcoat-stack,4.04,256,63.4,16035.839999999998,NVIDIA A100-SXM4-80GB,chat,26.0,0.0174,float16,BetterTransformer,bnb-8bit,False
bigscience/bloom-7b1,17.4,256,14.7,3714.0480000000007,NVIDIA A100-SXM4-80GB,chat,7.0,0.004030000000000001,float16,BetterTransformer,bnb-8bit,False
bigscience/bloom-3b,17.5,256,14.6,3612.672,NVIDIA A100-SXM4-80GB,chat,3.0,0.00392,float16,BetterTransformer,bnb-8bit,False
BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,32.1,256,7.98,1806.336,NVIDIA A100-SXM4-80GB,chat,0.218,0.00196,float16,BetterTransformer,bnb-8bit,False
BEE-spoke-data/Mixtral-GQA-400m-v2,29.6,256,8.64,1916.9279999999999,NVIDIA A100-SXM4-80GB,chat,0.4,0.00208,float16,BetterTransformer,bnb-8bit,False
BEE-spoke-data/smol_llama-220M-GQA,32.2,256,7.94,1806.336,NVIDIA A100-SXM4-80GB,chat,0.22,0.00196,float16,BetterTransformer,bnb-8bit,False
BEE-spoke-data/smol_llama-81M-tied,52.8,256,4.85,1105.9199999999998,NVIDIA A100-SXM4-80GB,chat,0.081,0.0012,float16,BetterTransformer,bnb-8bit,False
BEE-spoke-data/verysmol_llama-v11-KIx2,53.2,256,4.81,1096.7040000000002,NVIDIA A100-SXM4-80GB,chat,0.058,0.00119,float16,BetterTransformer,bnb-8bit,False
BEE-spoke-data/smol_llama-101M-GQA,53.8,256,4.76,1115.1360000000002,NVIDIA A100-SXM4-80GB,chat,0.101,0.0012100000000000001,float16,BetterTransformer,bnb-8bit,False
seungduk/KoSOLAR-10.7B-v0.1,6.88,256,37.2,8976.384,NVIDIA A100-SXM4-80GB,chat,10.7,0.00974,float16,BetterTransformer,bnb-8bit,False
TurkuNLP/gpt3-finnish-large,21.7,256,11.8,2792.448,NVIDIA A100-SXM4-80GB,chat,0.881,0.0030299999999999997,float16,BetterTransformer,bnb-8bit,False
TurkuNLP/gpt3-finnish-small,41.8,256,6.13,1410.048,NVIDIA A100-SXM4-80GB,chat,0.186,0.00153,float16,BetterTransformer,bnb-8bit,False
TurkuNLP/gpt3-finnish-13B,13.0,256,19.7,5059.584,NVIDIA A100-SXM4-80GB,chat,13.0,0.00549,float16,BetterTransformer,bnb-8bit,False
rishiraj/CatPPT-base,9.7,256,26.4,6414.336,NVIDIA A100-SXM4-80GB,chat,7.24,0.00696,float16,BetterTransformer,bnb-8bit,False
LLM360/Amber,10.3,256,24.9,5879.808,NVIDIA A100-SXM4-80GB,chat,6.74,0.00638,float16,BetterTransformer,bnb-8bit,False
Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,13.8,256,18.5,4230.144,NVIDIA A100-SXM4-80GB,chat,1.3,0.00459,float16,BetterTransformer,bnb-8bit,False
stabilityai/japanese-stablelm-base-gamma-7b,9.81,256,26.1,6248.448,NVIDIA A100-SXM4-80GB,chat,7.0,0.0067800000000000004,float16,BetterTransformer,bnb-8bit,False
stabilityai/stablelm-base-alpha-7b,31.2,256,8.21,2138.112,NVIDIA A100-SXM4-80GB,chat,7.0,0.00232,float16,BetterTransformer,bnb-8bit,False
stabilityai/stablelm-base-alpha-3b,31.1,256,8.24,2082.816,NVIDIA A100-SXM4-80GB,chat,3.0,0.00226,float16,BetterTransformer,bnb-8bit,False
huggyllama/llama-65b,4.04,256,63.3,17602.559999999998,NVIDIA A100-SXM4-80GB,chat,65.0,0.0191,float16,BetterTransformer,bnb-8bit,False
huggyllama/llama-13b,7.17,256,35.7,7861.248,NVIDIA A100-SXM4-80GB,chat,13.0,0.00853,float16,BetterTransformer,bnb-8bit,False
NucleusAI/nucleus-22B-token-500B,8.31,256,30.8,7944.192000000001,NVIDIA A100-SXM4-80GB,chat,22.0,0.008620000000000001,float16,BetterTransformer,bnb-8bit,False
Walmart-the-bag/Influxient-4x13B,4.74,256,54.0,14008.32,NVIDIA A100-SXM4-80GB,chat,13.0,0.0152,float16,BetterTransformer,bnb-8bit,False
roneneldan/TinyStories-33M,89.5,256,2.86,651.5712,NVIDIA A100-SXM4-80GB,chat,0.033,0.000707,float16,BetterTransformer,bnb-8bit,False
roneneldan/TinyStories-1M,47.0,256,5.45,1253.376,NVIDIA A100-SXM4-80GB,chat,0.001,0.0013599999999999999,float16,BetterTransformer,bnb-8bit,False
roneneldan/TinyStories-3M,46.4,256,5.52,1234.944,NVIDIA A100-SXM4-80GB,chat,0.003,0.00134,float16,BetterTransformer,bnb-8bit,False
roneneldan/TinyStories-28M,46.8,256,5.47,1253.376,NVIDIA A100-SXM4-80GB,chat,0.028,0.0013599999999999999,float16,BetterTransformer,bnb-8bit,False
roneneldan/TinyStories-8M,46.4,256,5.52,1262.5919999999999,NVIDIA A100-SXM4-80GB,chat,0.008,0.00137,float16,BetterTransformer,bnb-8bit,False
budecosystem/boomer-1b,78.5,256,3.26,759.3983999999999,NVIDIA A100-SXM4-80GB,chat,1.0,0.000824,float16,BetterTransformer,bnb-8bit,False
openlm-research/open_llama_3b_v2,12.3,256,20.8,4838.4,NVIDIA A100-SXM4-80GB,chat,3.0,0.0052499999999999995,float16,BetterTransformer,bnb-8bit,False
openlm-research/open_llama_7b_v2,10.2,256,25.2,5944.32,NVIDIA A100-SXM4-80GB,chat,7.0,0.00645,float16,BetterTransformer,bnb-8bit,False
openlm-research/open_llama_7b,10.4,256,24.7,5944.32,NVIDIA A100-SXM4-80GB,chat,7.0,0.00645,float16,BetterTransformer,bnb-8bit,False
openlm-research/open_llama_3b,12.1,256,21.1,4884.4800000000005,NVIDIA A100-SXM4-80GB,chat,3.0,0.0053,float16,BetterTransformer,bnb-8bit,False
openlm-research/open_llama_13b,8.03,256,31.9,7842.816,NVIDIA A100-SXM4-80GB,chat,13.0,0.00851,float16,BetterTransformer,bnb-8bit,False
abhinand/tamil-llama-7b-base-v0.1,10.2,256,25.0,6073.343999999999,NVIDIA A100-SXM4-80GB,chat,7.0,0.0065899999999999995,float16,BetterTransformer,bnb-8bit,False
abhinand/tamil-llama-13b-base-v0.1,8.05,256,31.8,7741.44,NVIDIA A100-SXM4-80GB,chat,13.0,0.0084,float16,BetterTransformer,bnb-8bit,False
golaxy/gowizardlm,10.1,256,25.4,6054.911999999999,NVIDIA A100-SXM4-80GB,chat,7.0,0.0065699999999999995,float16,BetterTransformer,bnb-8bit,False
bigcode/tiny_starcoder_py,29.3,256,8.74,1999.872,NVIDIA A100-SXM4-80GB,chat,0.164,0.00217,float16,BetterTransformer,bnb-8bit,False
bigcode/gpt_bigcode-santacoder,23.9,256,10.7,2515.9680000000003,NVIDIA A100-SXM4-80GB,chat,1.12,0.0027300000000000002,float16,BetterTransformer,bnb-8bit,False
togethercomputer/RedPajama-INCITE-7B-Base,15.6,256,16.4,3999.744,NVIDIA A100-SXM4-80GB,chat,7.0,0.00434,float16,BetterTransformer,bnb-8bit,False
togethercomputer/RedPajama-INCITE-Base-3B-v1,15.5,256,16.5,3990.528,NVIDIA A100-SXM4-80GB,chat,3.0,0.00433,float16,BetterTransformer,bnb-8bit,False
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,15.8,256,16.2,4027.392,NVIDIA A100-SXM4-80GB,chat,7.0,0.00437,float16,BetterTransformer,bnb-8bit,False
Devio/test-22B,7.98,256,32.1,8045.568,NVIDIA A100-SXM4-80GB,chat,22.0,0.00873,float16,BetterTransformer,bnb-8bit,False
Delcos/Starling-LM-11B-alpha,6.12,256,41.8,9953.28,NVIDIA A100-SXM4-80GB,chat,11.0,0.0108,float16,BetterTransformer,bnb-8bit,False
Dampish/StellarX-4B-V0,10.4,256,24.5,5916.6720000000005,NVIDIA A100-SXM4-80GB,chat,4.0,0.00642,float16,BetterTransformer,bnb-8bit,False
Dampish/StellarX-4B-V0.2,15.5,256,16.5,3953.6639999999998,NVIDIA A100-SXM4-80GB,chat,4.0,0.0042899999999999995,float16,BetterTransformer,bnb-8bit,False
upstage/SOLAR-10.7B-v1.0,6.84,256,37.4,8994.815999999999,NVIDIA A100-SXM4-80GB,chat,10.7,0.00976,float16,BetterTransformer,bnb-8bit,False
huggingface/llama-7b,10.4,256,24.5,5879.808,NVIDIA A100-SXM4-80GB,chat,7.0,0.00638,float16,BetterTransformer,bnb-8bit,False
huggingface/llama-65b,4.1,256,62.5,17418.24,NVIDIA A100-SXM4-80GB,chat,65.0,0.0189,float16,BetterTransformer,bnb-8bit,False
huggingface/llama-30b,5.57,256,46.0,12165.12,NVIDIA A100-SXM4-80GB,chat,30.0,0.0132,float16,BetterTransformer,bnb-8bit,False
huggingface/llama-13b,8.0,256,32.0,7787.52,NVIDIA A100-SXM4-80GB,chat,13.0,0.008450000000000001,float16,BetterTransformer,bnb-8bit,False
bit-dny/MindLLM,15.8,256,16.2,3861.5039999999995,NVIDIA A100-SXM4-80GB,chat,1.3,0.004189999999999999,float16,BetterTransformer,bnb-8bit,False
beomi/Yi-Ko-6B,10.3,256,24.9,5898.24,NVIDIA A100-SXM4-80GB,chat,6.0,0.0063999999999999994,float16,BetterTransformer,bnb-8bit,False
fblgit/una-llama-7b,10.3,256,24.8,5971.968,NVIDIA A100-SXM4-80GB,chat,7.0,0.00648,float16,BetterTransformer,bnb-8bit,False
codellama/CodeLlama-7b-hf,10.3,256,24.9,6036.4800000000005,NVIDIA A100-SXM4-80GB,chat,7.0,0.00655,float16,BetterTransformer,bnb-8bit,False
codellama/CodeLlama-13b-hf,8.28,256,30.9,7547.9039999999995,NVIDIA A100-SXM4-80GB,chat,13.0,0.00819,float16,BetterTransformer,bnb-8bit,False
cloudyu/Mixtral_7Bx2_MoE_13B,5.94,256,43.1,10414.080000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.011300000000000001,float16,BetterTransformer,bnb-8bit,False
cloudyu/Mixtral_7Bx4_MOE_24B,5.73,256,44.7,11704.320000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.012700000000000001,float16,BetterTransformer,bnb-8bit,False
EleutherAI/pythia-6.9b-deduped,37.3,256,6.86,2709.504,NVIDIA A100-SXM4-80GB,chat,6.9,0.00294,float32,None,None,False
EleutherAI/pythia-6.7b,37.0,256,6.91,2700.288,NVIDIA A100-SXM4-80GB,chat,6.7,0.00293,float32,None,None,False
EleutherAI/pythia-1.4b-deduped,53.6,256,4.78,1410.048,NVIDIA A100-SXM4-80GB,chat,1.4,0.00153,float32,None,None,False
EleutherAI/gpt-j-6b,32.7,256,7.84,2764.8,NVIDIA A100-SXM4-80GB,chat,6.0,0.003,float32,None,None,False
EleutherAI/pythia-12b,24.6,256,10.4,4101.12,NVIDIA A100-SXM4-80GB,chat,12.0,0.00445,float32,None,None,False
EleutherAI/pythia-1.3b,52.1,256,4.91,1336.3200000000002,NVIDIA A100-SXM4-80GB,chat,1.3,0.0014500000000000001,float32,None,None,False
EleutherAI/pythia-12b-deduped,24.6,256,10.4,4147.200000000001,NVIDIA A100-SXM4-80GB,chat,12.0,0.0045000000000000005,float32,None,None,False
EleutherAI/pythia-1b-deduped,78.5,256,3.26,930.816,NVIDIA A100-SXM4-80GB,chat,1.0,0.00101,float32,None,None,False
EleutherAI/gpt-neo-125m,123.0,256,2.08,501.3504,NVIDIA A100-SXM4-80GB,chat,0.125,0.000544,float32,None,None,False
EleutherAI/polyglot-ko-12.8b,22.3,256,11.5,4506.624,NVIDIA A100-SXM4-80GB,chat,12.8,0.004889999999999999,float32,None,None,False
EleutherAI/pythia-410m,53.1,256,4.82,1133.5680000000002,NVIDIA A100-SXM4-80GB,chat,0.41,0.0012300000000000002,float32,None,None,False
EleutherAI/gpt-neo-1.3B,61.7,256,4.15,1179.6480000000001,NVIDIA A100-SXM4-80GB,chat,1.3,0.00128,float32,None,None,False
EleutherAI/pythia-160m-deduped,108.0,256,2.37,561.2544,NVIDIA A100-SXM4-80GB,chat,0.16,0.0006090000000000001,float32,None,None,False
EleutherAI/pythia-410m-deduped,54.2,256,4.72,1142.784,NVIDIA A100-SXM4-80GB,chat,0.41,0.00124,float32,None,None,False
EleutherAI/pythia-160m,108.0,256,2.37,565.8624,NVIDIA A100-SXM4-80GB,chat,0.16,0.000614,float32,None,None,False
EleutherAI/pythia-2.7b,41.0,256,6.24,1815.5520000000004,NVIDIA A100-SXM4-80GB,chat,2.7,0.0019700000000000004,float32,None,None,False
EleutherAI/pythia-2.8b-deduped,40.8,256,6.27,1852.4159999999997,NVIDIA A100-SXM4-80GB,chat,2.8,0.0020099999999999996,float32,None,None,False
EleutherAI/pythia-70m-deduped,206.0,256,1.24,294.91200000000003,NVIDIA A100-SXM4-80GB,chat,0.07,0.00032,float32,None,None,False
EleutherAI/gpt-neo-2.7B,49.5,256,5.17,1622.016,NVIDIA A100-SXM4-80GB,chat,2.7,0.00176,float32,None,None,False
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,56.5,256,4.53,1225.728,NVIDIA A100-SXM4-80GB,chat,1.1,0.00133,float32,None,None,False
ahxt/llama2_xs_460M_experimental,54.9,256,4.66,1170.4319999999998,NVIDIA A100-SXM4-80GB,chat,0.46,0.0012699999999999999,float32,None,None,False
GeneZC/MiniMA-3B,60.0,256,4.27,1437.6960000000001,NVIDIA A100-SXM4-80GB,chat,3.0,0.0015600000000000002,float32,None,None,False
GeneZC/MiniMA-2-3B,59.3,256,4.32,1456.128,NVIDIA A100-SXM4-80GB,chat,3.0,0.0015799999999999998,float32,None,None,False
Locutusque/TinyMistral-248M-v2,95.5,256,2.68,652.4928000000001,NVIDIA A100-SXM4-80GB,chat,0.248,0.0007080000000000001,float32,None,None,False
Locutusque/TinyMistral-248m,97.0,256,2.64,650.6496000000001,NVIDIA A100-SXM4-80GB,chat,0.248,0.000706,float32,None,None,False
DevaMalla/llama-base-7b,40.4,256,6.34,2552.8320000000003,NVIDIA A100-SXM4-80GB,chat,7.0,0.0027700000000000003,float32,None,None,False
pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,208.0,256,1.23,281.08799999999997,NVIDIA A100-SXM4-80GB,chat,0.031,0.000305,float32,None,None,False
pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,203.0,256,1.26,285.696,NVIDIA A100-SXM4-80GB,chat,0.031,0.00031,float32,None,None,False
pszemraj/pythia-31m-simplewiki-2048,206.0,256,1.24,293.9904,NVIDIA A100-SXM4-80GB,chat,0.031,0.000319,float32,None,None,False
pszemraj/pythia-31m-KI_v1-2048-scratch,205.0,256,1.25,282.9312,NVIDIA A100-SXM4-80GB,chat,0.031,0.000307,float32,None,None,False
pszemraj/pythia-31m-simplewiki-scratch-bf16,206.0,256,1.24,278.3232,NVIDIA A100-SXM4-80GB,chat,0.031,0.00030199999999999997,float32,None,None,False
PY007/TinyLlama-1.1B-intermediate-step-240k-503b,57.3,256,4.47,1198.08,NVIDIA A100-SXM4-80GB,chat,1.1,0.0013,float32,None,None,False
PY007/TinyLlama-1.1B-step-50K-105b,57.0,256,4.49,1207.296,NVIDIA A100-SXM4-80GB,chat,1.1,0.00131,float32,None,None,False
PY007/TinyLlama-1.1B-intermediate-step-480k-1T,57.8,256,4.43,1198.08,NVIDIA A100-SXM4-80GB,chat,1.1,0.0013,float32,None,None,False
Deci/DeciLM-7B,39.8,256,6.44,2562.048,NVIDIA A100-SXM4-80GB,chat,7.0,0.00278,float32,None,None,False
NYTK/PULI-GPTrio,35.8,256,7.16,2810.88,NVIDIA A100-SXM4-80GB,chat,7.67,0.00305,float32,None,None,False
robowaifudev/megatron-gpt2-345m,62.7,256,4.08,995.328,NVIDIA A100-SXM4-80GB,chat,0.345,0.00108,float32,None,None,False
instructkr/ko-wand-136M,140.0,256,1.83,411.95520000000005,NVIDIA A100-SXM4-80GB,chat,0.136,0.000447,float32,None,None,False
TencentARC/LLaMA-Pro-8B,32.2,256,7.94,3179.52,NVIDIA A100-SXM4-80GB,chat,8.0,0.00345,float32,None,None,False
meta-llama/Llama-2-7b-hf,40.2,256,6.37,2543.616,NVIDIA A100-SXM4-80GB,chat,7.0,0.00276,float32,None,None,False
meta-llama/Llama-2-13b-hf,23.5,256,10.9,4285.4400000000005,NVIDIA A100-SXM4-80GB,chat,13.0,0.0046500000000000005,float32,None,None,False
team-lucid/mptk-1b,92.1,256,2.78,909.6192,NVIDIA A100-SXM4-80GB,chat,1.0,0.000987,float32,None,None,False
winglian/Llama-2-3b-hf,77.8,256,3.29,1308.672,NVIDIA A100-SXM4-80GB,chat,3.0,0.00142,float32,None,None,False
mistralai/Mistral-7B-v0.1,37.2,256,6.89,2755.584,NVIDIA A100-SXM4-80GB,chat,7.0,0.00299,float32,None,None,False
rinna/bilingual-gpt-neox-4b,35.9,256,7.14,2230.2720000000004,NVIDIA A100-SXM4-80GB,chat,4.0,0.0024200000000000003,float32,None,None,False
rinna/bilingual-gpt-neox-4b-8k,36.8,256,6.96,2202.6240000000003,NVIDIA A100-SXM4-80GB,chat,4.0,0.00239,float32,None,None,False
matsuo-lab/weblab-10b,26.6,256,9.62,3824.64,NVIDIA A100-SXM4-80GB,chat,10.0,0.00415,float32,None,None,False
augmxnt/shisa-base-7b-v1,35.9,256,7.14,2866.176,NVIDIA A100-SXM4-80GB,chat,7.0,0.00311,float32,None,None,False
AI-Sweden-Models/gpt-sw3-126m,133.0,256,1.93,447.8976,NVIDIA A100-SXM4-80GB,chat,0.126,0.000486,float32,None,None,False
AI-Sweden-Models/gpt-sw3-6.7b-v2,34.5,256,7.42,2792.448,NVIDIA A100-SXM4-80GB,chat,6.7,0.0030299999999999997,float32,None,None,False
AI-Sweden-Models/gpt-sw3-20b,13.6,256,18.8,7326.72,NVIDIA A100-SXM4-80GB,chat,20.0,0.00795,float32,None,None,False
AI-Sweden-Models/gpt-sw3-6.7b,34.6,256,7.4,2838.5280000000002,NVIDIA A100-SXM4-80GB,chat,6.7,0.0030800000000000003,float32,None,None,False
AI-Sweden-Models/gpt-sw3-1.3b,71.9,256,3.56,1078.272,NVIDIA A100-SXM4-80GB,chat,1.3,0.00117,float32,None,None,False
AI-Sweden-Models/gpt-sw3-356m,71.7,256,3.57,875.52,NVIDIA A100-SXM4-80GB,chat,0.356,0.00095,float32,None,None,False
uukuguy/Orca-2-7b-f16,40.3,256,6.35,2515.9680000000003,NVIDIA A100-SXM4-80GB,chat,7.0,0.0027300000000000002,float32,None,None,False
01-ai/Yi-6B-200K,40.3,256,6.35,2423.808,NVIDIA A100-SXM4-80GB,chat,6.0,0.00263,float32,None,None,False
01-ai/Yi-6B,40.1,256,6.39,2423.808,NVIDIA A100-SXM4-80GB,chat,6.0,0.00263,float32,None,None,False
scb10x/typhoon-7b,36.8,256,6.96,2764.8,NVIDIA A100-SXM4-80GB,chat,7.0,0.003,float32,None,None,False
TheBloke/Llama-2-13B-fp16,23.5,256,10.9,4276.224,NVIDIA A100-SXM4-80GB,chat,13.0,0.00464,float32,None,None,False
Salesforce/codegen-6B-multi,28.3,256,9.06,3253.248,NVIDIA A100-SXM4-80GB,chat,6.0,0.00353,float32,None,None,False
Salesforce/codegen-16B-nl,19.7,256,13.0,5151.744,NVIDIA A100-SXM4-80GB,chat,16.0,0.0055899999999999995,float32,None,None,False
Salesforce/codegen-6B-nl,27.9,256,9.19,3234.816,NVIDIA A100-SXM4-80GB,chat,6.0,0.0035099999999999997,float32,None,None,False
Writer/palmyra-base,45.9,256,5.58,2082.816,NVIDIA A100-SXM4-80GB,chat,5.0,0.00226,float32,None,None,False
Writer/palmyra-large,13.8,256,18.6,7271.424000000001,NVIDIA A100-SXM4-80GB,chat,20.0,0.007890000000000001,float32,None,None,False
sarvamai/OpenHathi-7B-Hi-v0.1-Base,40.1,256,6.39,2543.616,NVIDIA A100-SXM4-80GB,chat,7.0,0.00276,float32,None,None,False
KnutJaegersberg/Qwen-1_8B-Llamafied,54.4,256,4.71,1308.672,NVIDIA A100-SXM4-80GB,chat,8.0,0.00142,float32,None,None,False
gpt2,120.0,256,2.13,515.1743999999999,NVIDIA A100-SXM4-80GB,chat,0.124,0.0005589999999999999,float32,None,None,False
cyberagent/open-calm-large,53.7,256,4.77,1234.944,NVIDIA A100-SXM4-80GB,chat,0.4,0.00134,float32,None,None,False
cyberagent/calm2-7b-chat,39.7,256,6.45,2562.048,NVIDIA A100-SXM4-80GB,chat,7.0,0.00278,float32,None,None,False
Kunhao/pile-7b-250b-tokens,40.4,256,6.33,2469.888,NVIDIA A100-SXM4-80GB,chat,7.0,0.00268,float32,None,None,False
cerebras/Cerebras-GPT-111M,157.0,256,1.63,389.83680000000004,NVIDIA A100-SXM4-80GB,chat,0.111,0.00042300000000000004,float32,None,None,False
cerebras/Cerebras-GPT-13B,21.5,256,11.9,4709.376,NVIDIA A100-SXM4-80GB,chat,13.0,0.00511,float32,None,None,False
cerebras/Cerebras-GPT-6.7B,34.5,256,7.41,2783.2319999999995,NVIDIA A100-SXM4-80GB,chat,6.7,0.0030199999999999997,float32,None,None,False
cerebras/Cerebras-GPT-2.7B,55.9,256,4.58,1492.992,NVIDIA A100-SXM4-80GB,chat,2.7,0.00162,float32,None,None,False
cerebras/Cerebras-GPT-256M,123.0,256,2.08,524.3904,NVIDIA A100-SXM4-80GB,chat,0.256,0.000569,float32,None,None,False
cerebras/Cerebras-GPT-1.3B,72.3,256,3.54,1105.9199999999998,NVIDIA A100-SXM4-80GB,chat,1.3,0.0012,float32,None,None,False
microsoft/phi-1_5,40.9,256,6.26,1566.72,NVIDIA A100-SXM4-80GB,chat,1.3,0.0017000000000000001,float32,None,None,False
microsoft/phi-2,31.4,256,8.15,2184.192,NVIDIA A100-SXM4-80GB,chat,2.78,0.00237,float32,None,None,False
itsliupeng/openllama-7b-base,40.4,256,6.34,2525.1839999999997,NVIDIA A100-SXM4-80GB,chat,7.0,0.00274,float32,None,None,False
itsliupeng/openllama-7b-icl,40.3,256,6.35,2506.752,NVIDIA A100-SXM4-80GB,chat,7.0,0.0027199999999999998,float32,None,None,False
ethzanalytics/pythia-31m,202.0,256,1.27,287.5392,NVIDIA A100-SXM4-80GB,chat,0.031,0.000312,float32,None,None,False
tiiuae/falcon-rw-1b,71.5,256,3.58,1087.4879999999998,NVIDIA A100-SXM4-80GB,chat,1.0,0.0011799999999999998,float32,None,None,False
tiiuae/falcon-7b,31.1,256,8.24,2930.688,NVIDIA A100-SXM4-80GB,chat,7.0,0.00318,float32,None,None,False
facebook/xglm-7.5B,37.8,256,6.78,2635.7760000000003,NVIDIA A100-SXM4-80GB,chat,7.5,0.00286,float32,None,None,False
facebook/xglm-564M,73.4,256,3.49,930.816,NVIDIA A100-SXM4-80GB,chat,0.564,0.00101,float32,None,None,False
facebook/xglm-4.5B,36.6,256,6.99,2322.4320000000002,NVIDIA A100-SXM4-80GB,chat,4.5,0.00252,float32,None,None,False
chargoddard/SmolLlamix-8x101M,82.1,256,3.12,682.9056,NVIDIA A100-SXM4-80GB,chat,0.101,0.000741,float32,None,None,False
chargoddard/SmolLlamix-8x101M-take2,82.6,256,3.1,685.6704,NVIDIA A100-SXM4-80GB,chat,0.101,0.000744,float32,None,None,False
bigscience/bloom-7b1,44.1,256,5.8,2304.0,NVIDIA A100-SXM4-80GB,chat,7.0,0.0025,float32,None,None,False
bigscience/bloom-3b,53.8,256,4.76,1566.72,NVIDIA A100-SXM4-80GB,chat,3.0,0.0017000000000000001,float32,None,None,False
BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,122.0,256,2.1,510.56640000000004,NVIDIA A100-SXM4-80GB,chat,0.218,0.000554,float32,None,None,False
BEE-spoke-data/Mixtral-GQA-400m-v2,83.4,256,3.07,756.6336,NVIDIA A100-SXM4-80GB,chat,0.4,0.000821,float32,None,None,False
BEE-spoke-data/smol_llama-220M-GQA,125.0,256,2.04,517.9392,NVIDIA A100-SXM4-80GB,chat,0.22,0.000562,float32,None,None,False
BEE-spoke-data/smol_llama-81M-tied,213.0,256,1.2,286.61760000000004,NVIDIA A100-SXM4-80GB,chat,0.081,0.000311,float32,None,None,False
BEE-spoke-data/verysmol_llama-v11-KIx2,205.0,256,1.25,286.61760000000004,NVIDIA A100-SXM4-80GB,chat,0.058,0.000311,float32,None,None,False
BEE-spoke-data/smol_llama-101M-GQA,198.0,256,1.29,305.0496,NVIDIA A100-SXM4-80GB,chat,0.101,0.00033099999999999997,float32,None,None,False
seungduk/KoSOLAR-10.7B-v0.1,25.6,256,10.0,4018.176,NVIDIA A100-SXM4-80GB,chat,10.7,0.00436,float32,None,None,False
TurkuNLP/gpt3-finnish-large,70.3,256,3.64,1013.7600000000001,NVIDIA A100-SXM4-80GB,chat,0.881,0.0011,float32,None,None,False
TurkuNLP/gpt3-finnish-small,135.0,256,1.9,459.8784,NVIDIA A100-SXM4-80GB,chat,0.186,0.000499,float32,None,None,False
TurkuNLP/gpt3-finnish-13B,24.9,256,10.3,4018.176,NVIDIA A100-SXM4-80GB,chat,13.0,0.00436,float32,None,None,False
rishiraj/CatPPT-base,36.0,256,7.12,2810.88,NVIDIA A100-SXM4-80GB,chat,7.24,0.00305,float32,None,None,False
gpt2-xl,33.2,256,7.72,2165.76,NVIDIA A100-SXM4-80GB,chat,1.61,0.00235,float32,None,None,False
LLM360/Amber,40.3,256,6.35,2552.8320000000003,NVIDIA A100-SXM4-80GB,chat,6.74,0.0027700000000000003,float32,None,None,False
Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,59.5,256,4.3,1281.024,NVIDIA A100-SXM4-80GB,chat,1.3,0.00139,float32,None,None,False
stabilityai/japanese-stablelm-base-gamma-7b,35.6,256,7.19,2820.096,NVIDIA A100-SXM4-80GB,chat,7.0,0.00306,float32,None,None,False
