forward.latency(s),forward.throughput(samples/s),forward.peak_memory(MB),forward.max_memory_used(MB),forward.max_memory_allocated(MB),forward.max_memory_reserved(MB),forward.energy_consumption(kWh/sample),forward.carbon_emissions(kgCO2eq/sample),generate.latency(s),generate.throughput(tokens/s),decode.latency(s),decode.throughput(tokens/s),generate.peak_memory(MB),generate.max_memory_used(MB),generate.max_memory_allocated(MB),generate.max_memory_reserved(MB),generate.energy_consumption(kWh/token),generate.carbon_emissions(kgCO2eq/token),launcher.name,launcher._target_,launcher.device_isolation,launcher.start_method,backend.name,backend.version,backend._target_,backend.seed,backend.inter_op_num_threads,backend.intra_op_num_threads,backend.delete_cache,backend.no_weights,backend.device_map,backend.torch_dtype,backend.eval_mode,backend.disable_grad,backend.amp_autocast,backend.amp_dtype,backend.torch_compile,backend.to_bettertransformer,backend.use_flash_attention_2,backend.quantization_scheme,backend.quantization_config.bits,backend.quantization_config.use_cuda_fp16,backend.quantization_config.use_exllama,backend.data_parallel,backend.deepspeed_inference,backend.peft_strategy,benchmark.name,benchmark._target_,benchmark.duration,benchmark.warmup_runs,benchmark.memory,benchmark.energy,benchmark.input_shapes.batch_size,benchmark.input_shapes.sequence_length,benchmark.input_shapes.num_choices,benchmark.input_shapes.feature_size,benchmark.input_shapes.nb_max_frames,benchmark.input_shapes.audio_sequence_length,benchmark.new_tokens,benchmark.can_diffuse,benchmark.can_generate,benchmark.generate_kwargs.num_return_sequences,benchmark.generate_kwargs.max_new_tokens,benchmark.generate_kwargs.min_new_tokens,benchmark.generate_kwargs.do_sample,benchmark.generate_kwargs.use_cache,benchmark.generate_kwargs.pad_token_id,benchmark.generate_kwargs.temperature,benchmark.generate_kwargs.num_beams,experiment_name,device,model,task,hub_kwargs.revision,hub_kwargs.cache_dir,hub_kwargs.force_download,hub_kwargs.local_files_only,hub_kwargs.trust_remote_code,environment.optimum_version,environment.optimum_commit,environment.transformers_version,environment.transformers_commit,environment.accelerate_version,environment.accelerate_commit,environment.diffusers_version,environment.diffusers_commit,environment.python_version,environment.system,environment.cpu,environment.cpu_count,environment.cpu_ram_mb,environment.gpus,backend.quantization_config.exllama_config.version,backend.quantization_config.llm_int8_threshold,backend.quantization_config.load_in_4bit,backend.quantization_config.version,backend.quantization_config.do_fuse,backend.continuous_isolation,backend.isolation_check_interval,backend.quantization_config.load_in_8bit
0.00453,221.0,1326,1326,448,467,1.96e-07,1.32e-08,1.11,231.0,1.11,230.0,1368,1368,458,509,1.39e-07,9.39e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-160m-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0287,34.8,15073,15073,14162,14214,3.12e-06,2.1e-07,5.01,51.1,4.98,51.2,15303,15303,14403,14445,1.46e-06,9.81e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-6.7b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00678,147.0,3108,3108,2203,2250,5.68e-07,3.83e-08,1.47,174.0,1.46,175.0,3150,3150,2243,2292,3.03e-07,2.05e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-1b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0263,38.0,13376,13376,12440,12517,3.06e-06,2.06e-07,4.77,53.7,4.74,53.8,13628,13628,12721,12769,1.32e-06,8.86e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/gpt-j-6b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0475,21.1,25171,25171,24272,24312,5.58e-06,3.76e-07,7.87,32.5,7.82,32.6,25506,25506,24619,24647,2.43e-06,1.64e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-12b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0295,33.9,15073,15073,14162,14214,3.31e-06,2.23e-07,5.04,50.8,5.01,50.9,15303,15303,14403,14445,1.47e-06,9.9e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-6.9b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0099,101.0,3977,3977,3073,3118,8.57e-07,5.78e-08,2.12,121.0,2.11,121.0,4061,4061,3147,3202,4.46e-07,3.01e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-1.3b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0483,20.7,25171,25171,24272,24312,5.66e-06,3.82e-07,7.9,32.4,7.85,32.5,25506,25506,24619,24647,2.48e-06,1.67e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-12b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00859,116.0,1894,1894,1002,1035,4.35e-07,2.93e-08,2.13,120.0,2.12,120.0,1980,1980,1028,1121,2.77e-07,1.86e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-410m-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00996,100.0,3977,3977,3073,3118,8.51e-07,5.73e-08,2.13,120.0,2.12,120.0,4061,4061,3147,3202,4.51e-07,3.04e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-1.4b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0167,59.9,6877,6877,5925,6018,1.53e-06,1.03e-07,2.85,89.8,2.83,90.1,6982,6982,6052,6123,7.14e-07,4.81e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-2.8b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00468,214.0,1326,1326,448,467,1.95e-07,1.32e-08,1.15,223.0,1.15,222.0,1368,1368,458,509,1.37e-07,9.22e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-160m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00899,111.0,1894,1894,1002,1035,4.29e-07,2.89e-08,2.21,116.0,2.2,116.0,1980,1980,1028,1121,2.76e-07,1.86e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,EleutherAI/pythia-410m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0314,31.8,16130,16130,15114,15271,3.7e-06,2.49e-07,5.21,49.1,5.18,49.2,16232,16232,15171,15374,1.47e-06,9.92e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,vishesht27/22-Neuro_Model,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00516,194.0,1504,1504,608,645,2.74e-07,1.84e-08,1.26,203.0,1.25,204.0,1515,1515,608,656,1.73e-07,1.17e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,Locutusque/TinyMistral-248M-v2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00517,193.0,1504,1504,608,645,2.79e-07,1.88e-08,1.28,200.0,1.27,201.0,1515,1515,608,656,1.73e-07,1.17e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,Locutusque/TinyMistral-248m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0201,49.8,11298,11298,10384,10439,2.23e-06,1.51e-07,3.63,70.5,3.61,70.6,11508,11508,10607,10649,1.04e-06,6.98e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,Writer/palmyra-base,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00255,392.0,953,953,75,94,8.06e-08,5.43e-09,0.667,384.0,0.664,384.0,955,955,77,96,7.21e-08,4.86e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,roneneldan/TinyStories-1M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0287,34.8,15712,15712,14800,14854,3.54e-06,2.38e-07,4.94,51.8,4.91,51.9,15985,15985,15101,15126,1.43e-06,9.65e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,cyberagent/calm2-7b-chat,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00898,111.0,2834,2834,1933,1975,6.05e-07,4.08e-08,2.18,117.0,2.17,118.0,2972,2972,1976,2113,3.63e-07,2.45e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,cyberagent/open-calm-large,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0452,22.1,22702,22702,21624,21843,5.4e-06,3.64e-07,7.69,33.3,7.64,33.4,22906,22906,21781,22047,2.2e-06,1.48e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,upstage/SOLAR-10.7B-v1.0,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0453,22.1,23008,23008,21912,22150,5.52e-06,3.72e-07,7.71,33.2,7.66,33.3,23212,23212,22045,22353,2.28e-06,1.53e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,seungduk/KoSOLAR-10.7B-v0.1,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00241,415.0,999,999,124,140,7.06e-08,4.76e-09,0.615,416.0,0.613,416.0,1001,1001,126,142,6.65e-08,4.48e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,ethzanalytics/pythia-31m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.004,250.0,3087,3087,2212,2229,4.82e-07,3.25e-08,0.723,354.0,0.719,355.0,3108,3108,2229,2250,1.95e-07,1.32e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,budecosystem/boomer-1b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0118,84.7,1800,1800,893,941,4.04e-07,2.72e-08,1.53,167.0,1.52,168.0,1804,1804,895,945,1.82e-07,1.23e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,chargoddard/SmolLlamix-8x101M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0119,84.0,1800,1800,893,941,4.12e-07,2.78e-08,1.49,172.0,1.48,172.0,1804,1804,894,945,1.72e-07,1.16e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,chargoddard/SmolLlamix-8x101M-take2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0306,32.7,16780,16780,15870,15921,3.41e-06,2.3e-07,5.24,48.9,5.21,48.9,16948,16948,16060,16089,1.54e-06,1.04e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,NYTK/PULI-GPTrio,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00327,306.0,1238,1238,346,379,1.64e-07,1.11e-08,0.844,303.0,0.841,303.0,1242,1242,347,383,1.22e-07,8.22e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,instructkr/ko-wand-136M,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00823,122.0,3251,3251,2279,2392,7.05e-07,4.75e-08,2.18,117.0,2.17,118.0,3262,3262,2279,2403,3.92e-07,2.64e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,PY007/TinyLlama-1.1B-step-50K-105b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00818,122.0,3251,3251,2279,2392,7.09e-07,4.78e-08,2.18,117.0,2.17,118.0,3262,3262,2279,2403,3.99e-07,2.69e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,PY007/TinyLlama-1.1B-intermediate-step-240k-503b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00796,126.0,3251,3251,2279,2392,7.05e-07,4.75e-08,2.1,122.0,2.09,122.0,3262,3262,2279,2403,3.96e-07,2.67e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,PY007/TinyLlama-1.1B-intermediate-step-480k-1T,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
